	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	se_sense	se_antisense	failed	pe_sense	pe_antisense
ERX2351092	14165528	8255498	226479	150197	0	0	0	0	0	0	0	0	0	5174924	347303	11127	58.2787877726831	14165528.0	14015331.0	98.94	150197.0	1.06	ERX2351092_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14165528.0	0.0	20-50	64.0	23.67409305824586	49.297833444683455	pass	pass	fail	pass	fail	pass	pass	warn	fail	fail	pass	14221037	3005948	14221037	711051850	6870888	698568083	1.75567604528418	0.0741	0.4069	0.5189		
ERX2351093	12772912	7649539	37286	108786	0	0	0	0	0	0	0	0	0	4662419	304384	10498	59.888763032267036	12772912.0	12664126.0	99.15	108786.0	0.85	ERX2351093_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12772912.0	0.0	20-50	64.0	25.494137656776143	49.271485312041605	pass	pass	fail	pass	fail	pass	pass	warn	fail	fail	pass	12883281	2848366	12883281	644164050	7664946	629568114	2.2658724900900635	0.0778	0.4016	0.5206		
ERX2351094	12697825	7706133	107304	127500	0	0	0	0	0	0	0	0	0	4437207	309389	10292	60.68860611955197	12697825.0	12570325.0	99.0	127500.0	1.0	ERX2351094_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12697825.0	0.0	20-50	64.0	25.24259313793829	49.28305375133144	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass	13017432	3014630	13017432	650871600	6859759	626018799	3.8183876819944214	0.0755	0.4096	0.5149		
ERX2351095	13771757	5849882	1679640	275703	0	0	0	0	0	0	0	0	0	5681635	276315	8582	42.477383241659005	13771757.0	13496054.0	98.0	275703.0	2.0	ERX2351095_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13771757.0	0.0	20-50	63.0	20.01820220925317	49.377040634684455	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass	13883601	3020917	13883601	694180050	5391163	680192435	2.0149837207220234	0.0616	0.4747	0.4636		
ERX2351096	9057109	4292055	23027	118025	0	0	0	0	0	0	0	0	0	4433040	185063	5899	47.38879702121285	9057109.0	8939084.0	98.7	118025.0	1.3	ERX2351096_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9057109.0	0.0	20-50	64.0	27.833663655367943	49.317036705641954	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass	9191574	2020790	9191574	459578700	5392730	446824838	2.7751203439149807	0.0767	0.41200000000000003	0.5113		
ERX2351097	10281983	4898652	30842	131138	0	0	0	0	0	0	0	0	0	5004370	210097	6884	47.64306651742178	10281983.0	10150845.0	98.72	131138.0	1.28	ERX2351097_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10281983.0	0.0	20-50	64.0	26.17865741408247	49.31211129215056	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass	10499966	2365639	10499966	524998300	5242973	507194327	3.391243933551785	0.0754	0.4097	0.5149		
ERX237496	9624380	712256	7898594	600707	0	0	0	0	0	0	0	0	0	354198	57521	1104	7.400539047710088	9624380.0	9023673.0	93.76	600707.0	6.24	ERX237496_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9624380.0	0.0	20-50	56.0	10.18803735121791	48.856686144977644	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass	9629146	3496255	9629146	481457300	6401610	470291608	2.31914481304988	0.9315	0.0101	0.0584		
ERX237497	14225198	2951101	6327204	424221	0	0	0	0	0	0	0	0	0	3794163	724281	4228	20.74558821606561	14225198.0	13800977.0	97.02	424221.0	2.98	ERX237497_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14225198.0	0.0	20-50	60.0	6.4714740621647655	48.923543911304435	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	14239094	4515606	14239094	711954700	9574194	696171763	2.216845678524209	0.6876	0.1068	0.2056		
ERX237498	11042129	482184	9344551	606171	0	0	0	0	0	0	0	0	0	558009	50528	686	4.366766590029877	11042129.0	10435958.0	94.51	606171.0	5.49	ERX237498_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11042129.0	0.0	20-50	56.0	7.6985441831588695	48.91203924533033	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass	11047452	3935715	11047452	552372600	6821802	540178483	2.207589044061925	0.9507	0.0092	0.0401		
ERX237499	12488476	2021948	6822354	461793	0	0	0	0	0	0	0	0	0	2744726	434619	3036	16.190510355306767	12488476.0	12026683.0	96.3	461793.0	3.7	ERX237499_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12488476.0	0.0	20-50	60.0	7.8908216608501665	48.925174536909076	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	12501454	4097372	12501454	625072700	8264164	611210398	2.217710355931398	0.764	0.0738	0.1622		
ERX237500	11900781	2425204	5559725	280214	0	0	0	0	0	0	0	0	0	3038868	593533	3237	20.378528098281954	11900781.0	11620567.0	97.65	280214.0	2.35	ERX237500_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11900781.0	0.0	20-50	60.0	6.878760203434668	48.91896683083236	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	11911333	3712496	11911333	595566650	8007120	582344302	2.2201290149473616	0.7002	0.0942	0.2057		
ERX237501	9329569	499615	7743230	511941	0	0	0	0	0	0	0	0	0	522878	51254	651	5.3551777150691535	9329569.0	8817628.0	94.51	511941.0	5.49	ERX237501_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9329569.0	0.0	20-50	56.0	8.924630473675961	48.87321815187818	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass	9334021	3318678	9334021	466701050	6108142	456037710	2.2848330853337484	0.9412	0.012	0.0468		
ERX237502	12355726	2904021	6032963	257063	0	0	0	0	0	0	0	0	0	2552505	605276	3898	23.503442857182172	12355726.0	12098663.0	97.92	257063.0	2.08	ERX237502_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12355726.0	0.0	20-50	60.0	8.535849562253304	48.900901816696155	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	12368409	3886453	12368409	618420450	8556868	604409050	2.265675399317729	0.7008	0.0903	0.2089		
ERX237503	8449431	395155	7222558	382646	0	0	0	0	0	0	0	0	0	406757	41790	525	4.676705449159831	8449431.0	8066785.0	95.47	382646.0	4.53	ERX237503_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8449431.0	0.0	20-50	56.0	8.155004195020773	48.90930537216056	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass	8453411	2959354	8453411	422670550	5256550	413320144	2.2122208419772798	0.9490000000000001	0.0104	0.0406		
ERX237504	9403899	714923	7702630	594659	0	0	0	0	0	0	0	0	0	329983	60446	1258	7.602410446985872	9403899.0	8809240.0	93.68	594659.0	6.32	ERX237504_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9403899.0	0.0	20-50	56.0	10.458792194740967	48.83305201385085	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass	9408687	3402609	9408687	470434350	6508756	459298189	2.3672083044105943	0.9305	0.0105	0.059000000000000004		
ERX237505	13236436	2086711	8277759	855728	0	0	0	0	0	0	0	0	0	1671625	341904	2709	15.764900763317256	13236436.0	12380708.0	93.54	855728.0	6.46	ERX237505_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13236436.0	0.0	20-50	59.0	10.083048007449165	48.777025250603714	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass	13254815	4812236	13254815	662740750	10423080	645932090	2.5362345683436547	0.8035	0.0507	0.1458		
ERX237506	10809282	2094578	5831056	657096	0	0	0	0	0	0	0	0	0	1830877	392955	2720	19.377586781434697	10809282.0	10152186.0	93.92	657096.0	6.08	ERX237506_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10809282.0	0.0	20-50	59.0	9.73454197997419	48.7011825577314	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass	10824794	3941348	10824794	541239700	9285711	526677201	2.690582194912901	0.7425	0.0732	0.1843		
ERX237507	10204909	754466	8322475	689736	0	0	0	0	0	0	0	0	0	374154	62804	1274	7.393167347205154	10204909.0	9515173.0	93.24	689736.0	6.76	ERX237507_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10204909.0	0.0	20-50	56.0	10.063837786986312	48.846077510343314	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass	10210102	3738562	10210102	510505100	6884305	498553201	2.3411909107274345	0.9298	0.0104	0.0598		
ERX248754	66918910	1563917	40316461	23534936	0	0	0	0	0	0	0	0	0	1394913	105013	3670	2.337032985145753	66918910.0	43383974.0	64.83	23534936.0	35.17	ERX248754_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	66918910.0	0.0	18-101	55.0	21.455523034903575	57.57502087227661	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	74700540	15067981	74700540	7544754540	3589596374	3928601964	47.929360151191865	0.9619	0.0054	0.0327		
ERX248755	72044284	1804313	44336050	24270229	0	0	0	0	0	0	0	0	0	1511157	118843	3692	2.5044499019519715	72044284.0	47774055.0	66.31	24270229.0	33.69	ERX248755_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	72044284.0	0.0	18-101	55.0	27.49007937273449	58.30783383175826	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	82965922	16677238	82965922	8379558122	4066454074	4283787490	48.878121881472644	0.9556	0.0074	0.037000000000000005		
ERX3390646	168210696	4865351	8265431	152847822	0	0	0	0	0	0	0	0	0	2084585	135644	11863	2.8924147605928696	168210696.0	15362874.0	9.13	152847822.0	90.87	ERX3390646_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	168210696.0	0.0	20-51	40.0	13.071539744912135	42.492968740822526	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass	174806789	156250586	174806789	8915146239	1568427191	7188973784	19.362244978649077	0.7293	0.0174	0.2533		
ERX3390647	123473113	861656	1306687	121009731	0	0	0	0	0	0	0	0	0	267832	24844	2363	0.6978490936727253	123473113.0	2463382.0	2.0	121009731.0	98.0	ERX3390647_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	123473113.0	0.0	20-51	40.0	34.76612716441497	48.67230046269263	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass	124451736	89655510	124451736	6347038536	241468496	6015033493	5.2308654046590135	0.7572	0.0198	0.223		
ERX3390648	10945041	0	0	10945033	0	0	0	0	8	0	0	0	0	0	0	0	0.0	10945041.0	8.0	0.0	10945033.0	100.0	ERX3390648_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10945041.0	0.0	20-29	52.0	40.022468313262074	28.26243437553135	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass	11827824	9686117	11827824	650530320	3077791	574039113	11.758284686869017			0.375	0.5	0.125
ERX3390649	4294295	1	0	4294269	0	0	0	0	24	0	0	0	0	1	0	0	2.3286709459876416e-05	4294295.0	26.0	0.0	4294269.0	100.0	ERX3390649_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4294295.0	0.0	20-49	58.0	32.65468475399734	46.83537716901144	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	6959238	5242010	6959238	341002662	551198	262178051	23.11554125052549			0.3462	0.5769	0.0769
ERX3772318	13703848	8757665	55361	591297	0	0	0	0	11318	0	0	0	0	3867191	327617	93399	63.90661221578056	13703848.0	13112551.0	95.69	591297.0	4.31	ERX3772318_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13703848.0	0.0	20-51	64.0	30.01275582322109	50.459944024481295	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass	14236053	3273259	14236053	726038703	29799824	690329903	4.918305298663948			0.5012	0.065	0.4338
ERX3772319	13508048	8594180	33490	561338	0	0	0	0	10544	0	0	0	0	3889945	314319	104232	63.622664059233415	13508048.0	12946710.0	95.84	561338.0	4.16	ERX3772319_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13508048.0	0.0	20-51	65.0	32.08260055006223	50.22634765585671	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	14012363	2838356	14012363	714630513	4063937	704721633	1.3865738755546253			0.5077	0.0701	0.4223
ERX3772320	12277766	7852215	46597	526832	0	0	0	0	10217	0	0	0	0	3460299	288827	92779	63.95475365795373	12277766.0	11750934.0	95.71	526832.0	4.29	ERX3772320_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12277766.0	0.0	20-51	65.0	32.70665522789469	50.211320121266354	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	12768470	2929404	12768470	651191970	28157333	618310769	5.049386742284307			0.5068	0.0643	0.4289
ERX3772321	16164169	11336319	43148	630009	0	0	0	0	20626	0	0	0	0	3644860	383136	106071	70.13239591840447	16164169.0	15534160.0	96.1	630009.0	3.9	ERX3772321_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16164169.0	0.0	20-51	64.0	27.943745547788783	50.44627577204866	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass	16837762	3593617	16837762	858725862	4849243	841645471	1.989038848814827			0.5051	0.052000000000000005	0.4429
ERX3772322	14803198	10454739	30848	577421	0	0	0	0	23523	0	0	0	0	3267752	348523	100392	70.62486768061873	14803198.0	14225777.0	96.1	577421.0	3.9	ERX3772322_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14803198.0	0.0	20-51	64.0	30.61257179421696	50.44024500651818	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass	15493014	3289346	15493014	790143714	4520915	774836532	1.9372655542001815			0.5016	0.0587	0.4398
ERX3772323	11592062	7399641	97497	522754	0	0	0	0	14302	0	0	0	0	3196608	277656	83604	63.83369067556747	11592062.0	11069308.0	95.49	522754.0	4.51	ERX3772323_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11592062.0	0.0	20-51	65.0	35.37159399720971	50.22593581711346	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	12204049	2617280	12204049	622406499	3618505	608177030	2.2862018669249147			0.5001	0.0784	0.4215
SRX1073778	12942827	5595915	14665	5757231	0	0	0	0	0	0	0	0	0	1405397	161618	8001	43.235647049906476	12942827.0	7185596.0	55.52	5757231.0	44.48	SRX1073778_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12942827.0	0.0	20-369	64.0	42.54958291429675	95.9599535711943	pass	warn		warn	fail	warn	pass	warn	fail	warn	pass	14047398	2449915	14047398	1349448723	91291988	1254290910	7.051606435882336	0.4374	0.0578	0.5047		
SRX1073779	10805842	5253433	17856	3990311	0	0	0	0	0	0	0	0	0	1388537	147778	7927	48.61660016868653	10805842.0	6815531.0	63.07	3990311.0	36.93	SRX1073779_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10805842.0	0.0	20-369	63.0	45.00725970882875	87.17143263801191	pass	warn		warn	fail	warn	pass	warn	fail	warn	pass	11847759	2140798	11847759	1031103195	72328304	955429001	7.339148435089467	0.442	0.0645	0.4934		
SRX1073780	12669649	2468079	9367	9279377	0	0	0	0	0	0	0	0	0	855962	53255	3609	19.480247637483878	12669649.0	3390272.0	26.76	9279377.0	73.24	SRX1073780_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12669649.0	0.0	20-367	64.0	68.28134207888526	85.49800045762909	pass	warn		warn	fail	warn	pass	warn	warn	warn	pass	14456896	2217753	14456896	1188729548	84944806	1100400872	7.430510678279194	0.4245	0.0509	0.5246		
SRX1073781	6107648	2454758	10450	1677641	0	0	0	0	0	0	0	0	0	1891342	69715	3742	40.19154345502557	6107648.0	4430007.0	72.53	1677641.0	27.47	SRX1073781_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6107648.0	0.0	20-367	63.0	37.567898844938	70.26331772885405	pass	warn		warn	fail	fail	pass	warn	fail	fail	pass	7044001	1233921	7044001	476710519	34311433	440515424	7.592678062973475	0.493	0.0495	0.4575		
SRX1073782	13351013	1630962	12428	8891061	0	0	0	0	0	0	0	0	0	2771320	43127	2115	12.216016867034734	13351013.0	4459952.0	33.41	8891061.0	66.59	SRX1073782_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13351013.0	0.0	20-369	63.0	52.70972488311335	83.61398884114638	pass	warn		warn	fail	warn	pass	warn	warn	fail	pass	14753354	2564531	14753354	1214191362	78716694	1131672204	6.796223444060378	0.5395	0.0277	0.4328		
SRX1073783	11654248	4345201	50418	3614006	0	0	0	0	0	0	0	0	0	3496801	142111	5711	37.28426750486175	11654248.0	8040242.0	68.99	3614006.0	31.01	SRX1073783_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11654248.0	0.0	20-368	63.0	27.10876105453384	98.29491460967708	pass	warn		warn	fail	fail	pass	warn	fail	fail	pass	12458804	2799444	12458804	1250841350	87946014	1158409707	7.389557676519089	0.5803	0.0364	0.3833		
SRX1091377	11006108	4972568	40441	3466767	0	0	0	0	3212	0	0	0	0	2216785	274604	31731	45.18007637213809	11006108.0	7539341.0	68.5	3466767.0	31.5	SRX1091377_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11006108.0	0.0	20-125	50.0	39.6886924584813	123.22277984188416	pass	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass	11066238	2480540	11066238	1383279750	9835804	1366841788	1.1883324396240171			0.5431	0.2265	0.2303
SRX1091378	11405840	4926708	139098	3563008	0	0	0	0	3045	0	0	0	0	2468806	269807	35368	43.19460907745506	11405840.0	7842832.0	68.76	3563008.0	31.24	SRX1091378_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11405840.0	0.0	20-125	50.0	34.9262405093183	122.49561943706031	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	11463383	4456905	11463383	1432922875	17640097	1406359463	1.8537921658902965			0.539	0.2291	0.2318
SRX1091379	13370877	6969743	321956	1499780	0	0	0	0	3780	0	0	0	0	4123202	402243	50173	52.12629657725518	13370877.0	11871097.0	88.78	1499780.0	11.22	SRX1091379_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13370877.0	0.0	20-125	60.0	25.014048158232328	122.79323353284904	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	13476002	4080170	13476002	1684500250	25077557	1649861327	2.056332315771398			0.5566	0.2206	0.2227
SRX1091380	12902064	6895988	252009	1357273	0	0	0	0	4126	0	0	0	0	3941697	394708	56263	53.44871952270582	12902064.0	11544791.0	89.48	1357273.0	10.52	SRX1091380_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12902064.0	0.0	20-125	60.0	24.643832717530607	123.0376220424887	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	12960857	3912582	12960857	1620107125	16408073	1595044407	1.5469790616469266			0.5575	0.2204	0.222
SRX1163428	21073707	49707	26	21016007	0	0	0	0	0	0	0	0	0	7357	525	85	0.2358721225458815	21073707.0	57700.0	0.27	21016007.0	99.73	SRX1163428_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21073707.0	0.0	20-35	53.0	57.0938283827374	33.63105328360122	pass	pass		warn	fail	pass	pass	warn	warn	warn	pass	22777694	7128056	22777694	797219290	58689796	729210731	8.530721703936692	0.2496	0.2793	0.4711		
SRX1163429	23484643	51534	35	23427832	0	0	0	0	0	0	0	0	0	4355	785	102	0.2194370167773042	23484643.0	56811.0	0.24	23427832.0	99.76	SRX1163429_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23484643.0	0.0	20-35	53.0	56.16846847461069	33.70690271936431	pass	pass		warn	fail	pass	pass	warn	warn	warn	pass	25112574	7882593	25112574	878940090	57311575	811122076	7.715885846099021	0.2012	0.3415	0.4574		
SRX1372108	12802973	4053787	1096988	4420712	0	0	0	0	0	0	0	0	0	3019998	200311	11177	31.662856744288998	12802973.0	8382261.0	65.47	4420712.0	34.53	SRX1372108_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12802973.0	0.0	20-101	59.0	32.53416005272953	91.12129050026115	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass	12830400	3427938	12830400	1295870400	111524988	1175038839	9.324355352201886	0.3058	0.2996	0.3946		
SRX1372109	18202626	5106622	173479	9882195	0	0	0	0	0	0	0	0	0	2776308	249213	14809	28.054314800512852	18202626.0	8320431.0	45.71	9882195.0	54.29	SRX1372109_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18202626.0	0.0	20-101	54.0	36.414032890715006	92.33297580250236	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass	18229495	5131148	18229495	1841178995	137751265	1692403131	8.080467157404215	0.2552	0.2463	0.4984		
SRX1372110	26685124	16405349	668684	1021194	0	0	0	0	0	0	0	0	0	7753613	791462	44822	61.47750709346526	26685124.0	25663930.0	96.17	1021194.0	3.83	SRX1372110_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26685124.0	0.0	20-101	63.0	32.004022370303886	88.56196253762958	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass	26759298	6117519	26759298	2702689098	305430096	2380818308	11.909279178214971	0.2703	0.2641	0.4657		
SRX1372111	36230076	24573247	342621	954923	0	0	0	0	0	0	0	0	0	9133015	1161920	64350	67.82554637754555	36230076.0	35275153.0	97.36	954923.0	2.64	SRX1372111_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	36230076.0	0.0	20-101	63.0	30.906645609931086	88.08016025138893	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass	36343367	8356707	36343367	3670680067	428847459	3214782928	12.4199638943908	0.2728	0.2636	0.4636		
SRX1559977	39276497	7627787	27745885	568191	0	0	0	0	0	0	0	0	0	3000680	315544	18410	19.420741620618557	39276497.0	38708306.0	98.55	568191.0	1.45	SRX1559977_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	39276497.0	0.0	20-51	59.0	9.365152967459093	50.04517156914477	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	39439989	10151765	39439989	2011439439	24196485	1966217111	2.2482570005926985	0.4376	0.4149	0.1476		
SRX1559978	37068791	6867739	27138924	660496	0	0	0	0	0	0	0	0	0	2126317	259153	16162	18.527011037398008	37068791.0	36408295.0	98.22	660496.0	1.78	SRX1559978_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	37068791.0	0.0	20-51	59.0	9.617349974209489	50.08030744784743	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	37144867	9482001	37144867	1894388217	21513357	1856834764	1.982352543317155	0.44799999999999995	0.4239	0.128		
